cod_transacao,num_conta,data_transacao,nome_transacao,valor_transacao,ano
11291,708,1970-01-01 00:00:00,Compra Crédito,-23.31,2021
13052,708,1970-01-01 00:00:00,Compra Crédito,-50.11,2021
14192,708,1970-01-01 00:00:00,Compra Crédito,-119.69,2021
17601,708,1970-01-01 00:00:00,Compra Crédito,-24.51,2021
21084,708,1970-01-01 00:00:00,Compra Crédito,-615.07,2021
27181,708,1970-01-01 00:00:00,Compra Crédito,-45.56,2021
38669,708,1970-01-01 00:00:00,Compra Crédito,-116.06,2022
44893,708,1970-01-01 00:00:00,Compra Crédito,-53.92,2022
48963,708,1970-01-01 00:00:00,Compra Crédito,-38.23,2022
50217,708,1970-01-01 00:00:00,Compra Crédito,-45.7,2022
51131,708,1970-01-01 00:00:00,Compra Crédito,-22.58,2022
52953,708,1970-01-01 00:00:00,Compra Crédito,-43.06,2022
53584,708,1970-01-01 00:00:00,Compra Crédito,-60.62,2022
53974,708,1970-01-01 00:00:00,Compra Crédito,-40.66,2022
56157,708,1970-01-01 00:00:00,Compra Crédito,-52.79,2022
57760,708,1970-01-01 00:00:00,Compra Crédito,-25.7,2022
62968,708,1970-01-01 00:00:00,Compra Crédito,-9.24,2022
63759,708,1970-01-01 00:00:00,Compra Crédito,-69.39,2022
70706,708,1970-01-01 00:00:00,Compra Crédito,-53.66,2022
3301,964,1970-01-01 00:00:00,Compra Crédito,-96.23,2021
5537,964,1970-01-01 00:00:00,Compra Crédito,-38.03,2021
8019,964,1970-01-01 00:00:00,Compra Crédito,-14.17,2022
10232,964,1970-01-01 00:00:00,Compra Crédito,-34.49,2022
10364,964,1970-01-01 00:00:00,Compra Crédito,-13.78,2022
14145,964,1970-01-01 00:00:00,Compra Crédito,-26.78,2022
15543,964,1970-01-01 00:00:00,Compra Crédito,-15.64,2022
15555,964,1970-01-01 00:00:00,Compra Crédito,-47.02,2022
18169,964,1970-01-01 00:00:00,Compra Crédito,-80.54,2022
29323,964,1970-01-01 00:00:00,Compra Crédito,-76.07,2022
32490,964,1970-01-01 00:00:00,Compra Crédito,-30.18,2022
35753,964,1970-01-01 00:00:00,Compra Crédito,-17.46,2022
35825,964,1970-01-01 00:00:00,Compra Crédito,-18.06,2022
35997,964,1970-01-01 00:00:00,Compra Crédito,-2.24,2022
41212,964,1970-01-01 00:00:00,Compra Crédito,-142.82,2022
46125,964,1970-01-01 00:00:00,Compra Crédito,-16.1,2022
51876,964,1970-01-01 00:00:00,Compra Crédito,-65.84,2022
58194,964,1970-01-01 00:00:00,Compra Crédito,-52.75,2022
59255,964,1970-01-01 00:00:00,Compra Crédito,-26.07,2022
61749,964,1970-01-01 00:00:00,Compra Crédito,-35.77,2022
62785,964,1970-01-01 00:00:00,Compra Crédito,-106.04,2022
66181,964,1970-01-01 00:00:00,Compra Crédito,-60.96,2022
68600,964,1970-01-01 00:00:00,Compra Crédito,-17.7,2022
70438,964,1970-01-01 00:00:00,Compra Crédito,-8.79,2022
1616,197,1970-01-01 00:00:00,Compra Crédito,-22.43,2020
3046,197,1970-01-01 00:00:00,Compra Crédito,-24.85,2021
3689,197,1970-01-01 00:00:00,Compra Crédito,-50.33,2021
6190,197,1970-01-01 00:00:00,Compra Crédito,-43.21,2021
13330,197,1970-01-01 00:00:00,Compra Crédito,-14.78,2021
15186,197,1970-01-01 00:00:00,Compra Crédito,-15.16,2021
16239,197,1970-01-01 00:00:00,Compra Crédito,-7.53,2021
17620,197,1970-01-01 00:00:00,Compra Crédito,-11.16,2021
19764,197,1970-01-01 00:00:00,Compra Crédito,-47.54,2021
20305,197,1970-01-01 00:00:00,Compra Crédito,-62.48,2021
20782,197,1970-01-01 00:00:00,Compra Crédito,-30.45,2021
21075,197,1970-01-01 00:00:00,Compra Crédito,-66.3,2021
21296,197,1970-01-01 00:00:00,Compra Crédito,-43.69,2021
35131,197,1970-01-01 00:00:00,Compra Crédito,-27.79,2022
40980,197,1970-01-01 00:00:00,Compra Crédito,-11.78,2022
45180,197,1970-01-01 00:00:00,Compra Crédito,-77.1,2022
46274,197,1970-01-01 00:00:00,Compra Crédito,-5.64,2022
47462,197,1970-01-01 00:00:00,Compra Crédito,-75.2,2022
49792,197,1970-01-01 00:00:00,Compra Crédito,-50.84,2022
49990,197,1970-01-01 00:00:00,Compra Crédito,-94.73,2022
51390,197,1970-01-01 00:00:00,Compra Crédito,-25.59,2022
62651,197,1970-01-01 00:00:00,Compra Crédito,-100.15,2022
8590,453,1970-01-01 00:00:00,Compra Crédito,-120.78,2022
8607,453,1970-01-01 00:00:00,Compra Crédito,-59.83,2022
9895,453,1970-01-01 00:00:00,Compra Crédito,-16.05,2022
13526,453,1970-01-01 00:00:00,Compra Crédito,-22.24,2022
16376,453,1970-01-01 00:00:00,Compra Crédito,-138.39,2022
18340,453,1970-01-01 00:00:00,Compra Crédito,-55.91,2022
19322,453,1970-01-01 00:00:00,Compra Crédito,-61.22,2022
30792,453,1970-01-01 00:00:00,Compra Crédito,-141.79,2022
31761,453,1970-01-01 00:00:00,Compra Crédito,-6.77,2022
39565,453,1970-01-01 00:00:00,Compra Crédito,-59.73,2022
41327,453,1970-01-01 00:00:00,Compra Crédito,-38.12,2022
41860,453,1970-01-01 00:00:00,Compra Crédito,-76.54,2022
50880,453,1970-01-01 00:00:00,Compra Crédito,-168.87,2022
52253,453,1970-01-01 00:00:00,Compra Crédito,-43.61,2022
56102,453,1970-01-01 00:00:00,Compra Crédito,-37.22,2022
58796,453,1970-01-01 00:00:00,Compra Crédito,-70.13,2022
61774,453,1970-01-01 00:00:00,Compra Crédito,-12.79,2022
65835,453,1970-01-01 00:00:00,Compra Crédito,-35.06,2022
70075,453,1970-01-01 00:00:00,Compra Crédito,-41.86,2022
4067,709,1970-01-01 00:00:00,Compra Crédito,-107.55,2018
4808,709,1970-01-01 00:00:00,Compra Crédito,-26.32,2018
6877,709,1970-01-01 00:00:00,Compra Crédito,-30.44,2021
7833,709,1970-01-01 00:00:00,Compra Crédito,-20.26,2021
14551,709,1970-01-01 00:00:00,Compra Crédito,-53.56,2021
15500,709,1970-01-01 00:00:00,Compra Crédito,-131.04,2021
16493,709,1970-01-01 00:00:00,Compra Crédito,-15.31,2021
16660,709,1970-01-01 00:00:00,Compra Crédito,-34.48,2021
20691,709,1970-01-01 00:00:00,Compra Crédito,-29.16,2021
28401,709,1970-01-01 00:00:00,Compra Crédito,-66.78,2021
35608,709,1970-01-01 00:00:00,Compra Crédito,-40.76,2021
36687,709,1970-01-01 00:00:00,Compra Crédito,-8.39,2021
41154,709,1970-01-01 00:00:00,Compra Crédito,-39.45,2021
47029,709,1970-01-01 00:00:00,Compra Crédito,-51.68,2021
47630,709,1970-01-01 00:00:00,Compra Crédito,-24.23,2021
51366,709,1970-01-01 00:00:00,Compra Crédito,-7.63,2021
59413,709,1970-01-01 00:00:00,Compra Crédito,-48.02,2022
62536,709,1970-01-01 00:00:00,Compra Crédito,-31.97,2022
62546,709,1970-01-01 00:00:00,Compra Crédito,-87.09,2022
64437,709,1970-01-01 00:00:00,Compra Crédito,-58.76,2022
68408,709,1970-01-01 00:00:00,Compra Crédito,-27.08,2022
68949,709,1970-01-01 00:00:00,Compra Crédito,-29.54,2022
70951,709,1970-01-01 00:00:00,Compra Crédito,-69.04,2022
1671,965,1970-01-01 00:00:00,Compra Crédito,-84.08,2016
2178,965,1970-01-01 00:00:00,Compra Crédito,-97.8,2016
5420,965,1970-01-01 00:00:00,Compra Crédito,-50.16,2016
7609,965,1970-01-01 00:00:00,Compra Crédito,-8.58,2017
10047,965,1970-01-01 00:00:00,Compra Crédito,-11.74,2017
18266,965,1970-01-01 00:00:00,Compra Crédito,-22.68,2022
20276,965,1970-01-01 00:00:00,Compra Crédito,-183.14,2022
21570,965,1970-01-01 00:00:00,Compra Crédito,-152.81,2022
25700,965,1970-01-01 00:00:00,Compra Crédito,-27.26,2022
26398,965,1970-01-01 00:00:00,Compra Crédito,-16.98,2022
28951,965,1970-01-01 00:00:00,Compra Crédito,-6.72,2022
29123,965,1970-01-01 00:00:00,Compra Crédito,-63.08,2022
32207,965,1970-01-01 00:00:00,Compra Crédito,-34.75,2022
34549,965,1970-01-01 00:00:00,Compra Crédito,-49.57,2022
35168,965,1970-01-01 00:00:00,Compra Crédito,-7.22,2022
55318,965,1970-01-01 00:00:00,Compra Crédito,-76.17,2022
57419,965,1970-01-01 00:00:00,Compra Crédito,-33.87,2022
59076,965,1970-01-01 00:00:00,Compra Crédito,-19.01,2022
59575,965,1970-01-01 00:00:00,Compra Crédito,-12.31,2022
67217,965,1970-01-01 00:00:00,Compra Crédito,-70.4,2022
69751,965,1970-01-01 00:00:00,Compra Crédito,-21.56,2022
1347,198,1970-01-01 00:00:00,Compra Crédito,-40.72,2017
4467,198,1970-01-01 00:00:00,Compra Crédito,-15.47,2017
6227,198,1970-01-01 00:00:00,Compra Crédito,-19.6,2017
6586,198,1970-01-01 00:00:00,Compra Crédito,-9.61,2017
11741,198,1970-01-01 00:00:00,Compra Crédito,-54.84,2017
12885,198,1970-01-01 00:00:00,Compra Crédito,-12.07,2017
15368,198,1970-01-01 00:00:00,Compra Crédito,-15.23,2017
15839,198,1970-01-01 00:00:00,Compra Crédito,-75.15,2017
16808,198,1970-01-01 00:00:00,Compra Crédito,-3.83,2017
17236,198,1970-01-01 00:00:00,Compra Crédito,-45.72,2017
17933,198,1970-01-01 00:00:00,Compra Crédito,-69.97,2017
19106,198,1970-01-01 00:00:00,Compra Crédito,-44.8,2017
19658,198,1970-01-01 00:00:00,Compra Crédito,-190.8,2017
22306,198,1970-01-01 00:00:00,Compra Crédito,-93.69,2018
26843,198,1970-01-01 00:00:00,Compra Crédito,-15.99,2018
32792,198,1970-01-01 00:00:00,Compra Crédito,-64.08,2018
35007,198,1970-01-01 00:00:00,Compra Crédito,-57.53,2019
35703,198,1970-01-01 00:00:00,Compra Crédito,-134.5,2019
36560,198,1970-01-01 00:00:00,Compra Crédito,-51.6,2019
39798,198,1970-01-01 00:00:00,Compra Crédito,-19.16,2021
44031,198,1970-01-01 00:00:00,Compra Crédito,-24.87,2021
45297,198,1970-01-01 00:00:00,Compra Crédito,-22.36,2022
50680,198,1970-01-01 00:00:00,Compra Crédito,-29.48,2022
56532,198,1970-01-01 00:00:00,Compra Crédito,-43.06,2022
57399,198,1970-01-01 00:00:00,Compra Crédito,-45.19,2022
59679,198,1970-01-01 00:00:00,Compra Crédito,-66.91,2022
66087,198,1970-01-01 00:00:00,Compra Crédito,-81.0,2022
67893,198,1970-01-01 00:00:00,Compra Crédito,-132.92,2022
68204,198,1970-01-01 00:00:00,Compra Crédito,-84.49,2022
69321,198,1970-01-01 00:00:00,Compra Crédito,-52.33,2022
70606,198,1970-01-01 00:00:00,Compra Crédito,-13.92,2022
8731,454,1970-01-01 00:00:00,Compra Crédito,-50.61,2022
9683,454,1970-01-01 00:00:00,Compra Crédito,-13.7,2022
14277,454,1970-01-01 00:00:00,Compra Crédito,-34.14,2022
14300,454,1970-01-01 00:00:00,Compra Crédito,-78.91,2022
18348,454,1970-01-01 00:00:00,Compra Crédito,-62.7,2022
18782,454,1970-01-01 00:00:00,Compra Crédito,-113.02,2022
19076,454,1970-01-01 00:00:00,Compra Crédito,-95.8,2022
20451,454,1970-01-01 00:00:00,Compra Crédito,-8.85,2022
20749,454,1970-01-01 00:00:00,Compra Crédito,-35.79,2022
25190,454,1970-01-01 00:00:00,Compra Crédito,-20.53,2022
31022,454,1970-01-01 00:00:00,Compra Crédito,-46.11,2022
31431,454,1970-01-01 00:00:00,Compra Crédito,-139.26,2022
31896,454,1970-01-01 00:00:00,Compra Crédito,-91.63,2022
32164,454,1970-01-01 00:00:00,Compra Crédito,-36.85,2022
33182,454,1970-01-01 00:00:00,Compra Crédito,-31.39,2022
45069,454,1970-01-01 00:00:00,Compra Crédito,-77.36,2022
52935,454,1970-01-01 00:00:00,Compra Crédito,-12.54,2022
56379,454,1970-01-01 00:00:00,Compra Crédito,-13.83,2022
58728,454,1970-01-01 00:00:00,Compra Crédito,-16.47,2022
67339,454,1970-01-01 00:00:00,Compra Crédito,-32.23,2022
1751,710,1970-01-01 00:00:00,Compra Crédito,-35.34,2019
1761,710,1970-01-01 00:00:00,Compra Crédito,-46.41,2019
5122,710,1970-01-01 00:00:00,Compra Crédito,-59.95,2019
5428,710,1970-01-01 00:00:00,Compra Crédito,-26.81,2019
6774,710,1970-01-01 00:00:00,Compra Crédito,-30.3,2019
9133,710,1970-01-01 00:00:00,Compra Crédito,-106.54,2019
9257,710,1970-01-01 00:00:00,Compra Crédito,-146.51,2019
10090,710,1970-01-01 00:00:00,Compra Crédito,-60.63,2019
12807,710,1970-01-01 00:00:00,Compra Crédito,-56.37,2020
12940,710,1970-01-01 00:00:00,Compra Crédito,-11.99,2020
19299,710,1970-01-01 00:00:00,Compra Crédito,-34.2,2021
26645,710,1970-01-01 00:00:00,Compra Crédito,-60.79,2021
30724,710,1970-01-01 00:00:00,Compra Crédito,-11.23,2022
31504,710,1970-01-01 00:00:00,Compra Crédito,-88.11,2022
32371,710,1970-01-01 00:00:00,Compra Crédito,-41.08,2022
38207,710,1970-01-01 00:00:00,Compra Crédito,-111.95,2022
44735,710,1970-01-01 00:00:00,Compra Crédito,-33.83,2022
47953,710,1970-01-01 00:00:00,Compra Crédito,-50.56,2022
49961,710,1970-01-01 00:00:00,Compra Crédito,-57.88,2022
50740,710,1970-01-01 00:00:00,Compra Crédito,-27.75,2022
55133,710,1970-01-01 00:00:00,Compra Crédito,-110.8,2022
58266,710,1970-01-01 00:00:00,Compra Crédito,-34.67,2022
58799,710,1970-01-01 00:00:00,Compra Crédito,-95.49,2022
62276,710,1970-01-01 00:00:00,Compra Crédito,-24.38,2022
2061,966,1970-01-01 00:00:00,Compra Crédito,-136.22,2013
2264,966,1970-01-01 00:00:00,Compra Crédito,-6.15,2013
2816,966,1970-01-01 00:00:00,Compra Crédito,-17.52,2013
6095,966,1970-01-01 00:00:00,Compra Crédito,-9.7,2013
7869,966,1970-01-01 00:00:00,Compra Crédito,-20.27,2013
8211,966,1970-01-01 00:00:00,Compra Crédito,-17.66,2013
8299,966,1970-01-01 00:00:00,Compra Crédito,-141.49,2013
10118,966,1970-01-01 00:00:00,Compra Crédito,-26.8,2015
13565,966,1970-01-01 00:00:00,Compra Crédito,-18.51,2015
14232,966,1970-01-01 00:00:00,Compra Crédito,-12.21,2015
15356,966,1970-01-01 00:00:00,Compra Crédito,-46.06,2015
22063,966,1970-01-01 00:00:00,Compra Crédito,-116.66,2015
22279,966,1970-01-01 00:00:00,Compra Crédito,-59.11,2015
23256,966,1970-01-01 00:00:00,Compra Crédito,-7.63,2015
26981,966,1970-01-01 00:00:00,Compra Crédito,-62.23,2015
28024,966,1970-01-01 00:00:00,Compra Crédito,-10.37,2015
31156,966,1970-01-01 00:00:00,Compra Crédito,-63.29,2021
33291,966,1970-01-01 00:00:00,Compra Crédito,-36.78,2021
33575,966,1970-01-01 00:00:00,Compra Crédito,-20.98,2021
34837,966,1970-01-01 00:00:00,Compra Crédito,-81.69,2021
35207,966,1970-01-01 00:00:00,Compra Crédito,-17.58,2021
37588,966,1970-01-01 00:00:00,Compra Crédito,-117.76,2021
43594,966,1970-01-01 00:00:00,Compra Crédito,-88.01,2021
50543,966,1970-01-01 00:00:00,Compra Crédito,-17.8,2021
53675,966,1970-01-01 00:00:00,Compra Crédito,-41.28,2021
67629,966,1970-01-01 00:00:00,Compra Crédito,-58.49,2022
68713,966,1970-01-01 00:00:00,Compra Crédito,-58.35,2022
70214,966,1970-01-01 00:00:00,Compra Crédito,-9.62,2022
5425,199,1970-01-01 00:00:00,Compra Crédito,-38.3,2019
6171,199,1970-01-01 00:00:00,Compra Crédito,-8.13,2019
6331,199,1970-01-01 00:00:00,Compra Crédito,-496.74,2019
6405,199,1970-01-01 00:00:00,Compra Crédito,-17.85,2019
6530,199,1970-01-01 00:00:00,Compra Crédito,-41.46,2019
10276,199,1970-01-01 00:00:00,Compra Crédito,-122.89,2019
11445,199,1970-01-01 00:00:00,Compra Crédito,-76.83,2019
14698,199,1970-01-01 00:00:00,Compra Crédito,-20.67,2019
15041,199,1970-01-01 00:00:00,Compra Crédito,-44.18,2019
15293,199,1970-01-01 00:00:00,Compra Crédito,-28.44,2019
16066,199,1970-01-01 00:00:00,Compra Crédito,-75.27,2019
19027,199,1970-01-01 00:00:00,Compra Crédito,-25.23,2019
20661,199,1970-01-01 00:00:00,Compra Crédito,-88.99,2019
23156,199,1970-01-01 00:00:00,Compra Crédito,-69.75,2019
27486,199,1970-01-01 00:00:00,Compra Crédito,-115.67,2019
32045,199,1970-01-01 00:00:00,Compra Crédito,-60.61,2019
32184,199,1970-01-01 00:00:00,Compra Crédito,-14.42,2019
36333,199,1970-01-01 00:00:00,Compra Crédito,-57.32,2019
41339,199,1970-01-01 00:00:00,Compra Crédito,-10.46,2019
45688,199,1970-01-01 00:00:00,Compra Crédito,-50.32,2019
46392,199,1970-01-01 00:00:00,Compra Crédito,-22.52,2019
46614,199,1970-01-01 00:00:00,Compra Crédito,-22.57,2019
50152,199,1970-01-01 00:00:00,Compra Crédito,-92.56,2019
55735,199,1970-01-01 00:00:00,Compra Crédito,-1.08,2022
57641,199,1970-01-01 00:00:00,Compra Crédito,-45.78,2022
65062,199,1970-01-01 00:00:00,Compra Crédito,-48.64,2022
65408,199,1970-01-01 00:00:00,Compra Crédito,-38.11,2022
70713,199,1970-01-01 00:00:00,Compra Crédito,-53.48,2022
1488,455,1970-01-01 00:00:00,Compra Crédito,-31.45,2017
5876,455,1970-01-01 00:00:00,Compra Crédito,-102.12,2017
8687,455,1970-01-01 00:00:00,Compra Crédito,-99.4,2017
9317,455,1970-01-01 00:00:00,Compra Crédito,-94.43,2017
9406,455,1970-01-01 00:00:00,Compra Crédito,-267.75,2018
10080,455,1970-01-01 00:00:00,Compra Crédito,-32.07,2018
11807,455,1970-01-01 00:00:00,Compra Crédito,-118.57,2018
12980,455,1970-01-01 00:00:00,Compra Crédito,-77.14,2018
14659,455,1970-01-01 00:00:00,Compra Crédito,-6.87,2018
22885,455,1970-01-01 00:00:00,Compra Crédito,-279.47,2018
23289,455,1970-01-01 00:00:00,Compra Crédito,-14.9,2018
26797,455,1970-01-01 00:00:00,Compra Crédito,-105.56,2018
27098,455,1970-01-01 00:00:00,Compra Crédito,-53.35,2018
30301,455,1970-01-01 00:00:00,Compra Crédito,-150.72,2019
36326,455,1970-01-01 00:00:00,Compra Crédito,-34.02,2019
36337,455,1970-01-01 00:00:00,Compra Crédito,-13.72,2019
38595,455,1970-01-01 00:00:00,Compra Crédito,-22.43,2019
46580,455,1970-01-01 00:00:00,Compra Crédito,-40.85,2019
51079,455,1970-01-01 00:00:00,Compra Crédito,-38.24,2019
54400,455,1970-01-01 00:00:00,Compra Crédito,-170.85,2019
54895,455,1970-01-01 00:00:00,Compra Crédito,-77.91,2019
58977,455,1970-01-01 00:00:00,Compra Crédito,-59.12,2019
61246,455,1970-01-01 00:00:00,Compra Crédito,-20.89,2019
61731,455,1970-01-01 00:00:00,Compra Crédito,-17.34,2019
61800,455,1970-01-01 00:00:00,Compra Crédito,-42.14,2019
63616,455,1970-01-01 00:00:00,Compra Crédito,-23.34,2019
64346,455,1970-01-01 00:00:00,Compra Crédito,-24.02,2019
64367,455,1970-01-01 00:00:00,Compra Crédito,-113.71,2019
64659,455,1970-01-01 00:00:00,Compra Crédito,-60.55,2019
65578,455,1970-01-01 00:00:00,Compra Crédito,-22.72,2019
67377,455,1970-01-01 00:00:00,Compra Crédito,-13.72,2020
68329,455,1970-01-01 00:00:00,Compra Crédito,-98.75,2020
68589,455,1970-01-01 00:00:00,Compra Crédito,-19.23,2020
68901,455,1970-01-01 00:00:00,Compra Crédito,-11.07,2020
1495,711,1970-01-01 00:00:00,Compra Crédito,-24.72,2022
2276,711,1970-01-01 00:00:00,Compra Crédito,-16.46,2022
6856,711,1970-01-01 00:00:00,Compra Crédito,-58.64,2022
7514,711,1970-01-01 00:00:00,Compra Crédito,-13.96,2022
14390,711,1970-01-01 00:00:00,Compra Crédito,-89.69,2022
15393,711,1970-01-01 00:00:00,Compra Crédito,-81.09,2022
16436,711,1970-01-01 00:00:00,Compra Crédito,-69.33,2022
18022,711,1970-01-01 00:00:00,Compra Crédito,-180.35,2022
21908,711,1970-01-01 00:00:00,Compra Crédito,-65.03,2022
23701,711,1970-01-01 00:00:00,Compra Crédito,-3.18,2022
27707,711,1970-01-01 00:00:00,Compra Crédito,-16.76,2022
29009,711,1970-01-01 00:00:00,Compra Crédito,-87.02,2022
31418,711,1970-01-01 00:00:00,Compra Crédito,-42.92,2022
36382,711,1970-01-01 00:00:00,Compra Crédito,-9.97,2022
40824,711,1970-01-01 00:00:00,Compra Crédito,-37.43,2022
41123,711,1970-01-01 00:00:00,Compra Crédito,-23.46,2022
50190,711,1970-01-01 00:00:00,Compra Crédito,-122.12,2022
50995,711,1970-01-01 00:00:00,Compra Crédito,-95.32,2022
55007,711,1970-01-01 00:00:00,Compra Crédito,-40.68,2022
55466,711,1970-01-01 00:00:00,Compra Crédito,-34.58,2022
57571,711,1970-01-01 00:00:00,Compra Crédito,-41.0,2022
61181,711,1970-01-01 00:00:00,Compra Crédito,-47.57,2022
71014,711,1970-01-01 00:00:00,Compra Crédito,-74.61,2022
4004,967,1970-01-01 00:00:00,Compra Crédito,-24.77,2016
4137,967,1970-01-01 00:00:00,Compra Crédito,-23.19,2016
9385,967,1970-01-01 00:00:00,Compra Crédito,-38.14,2016
9960,967,1970-01-01 00:00:00,Compra Crédito,-45.8,2016
14600,967,1970-01-01 00:00:00,Compra Crédito,-52.33,2016
17164,967,1970-01-01 00:00:00,Compra Crédito,-8.49,2016
22360,967,1970-01-01 00:00:00,Compra Crédito,-62.67,2016
27406,967,1970-01-01 00:00:00,Compra Crédito,-86.21,2016
28041,967,1970-01-01 00:00:00,Compra Crédito,-76.36,2016
33145,967,1970-01-01 00:00:00,Compra Crédito,-198.57,2016
40732,967,1970-01-01 00:00:00,Compra Crédito,-17.12,2016
41144,967,1970-01-01 00:00:00,Compra Crédito,-115.52,2016
43667,967,1970-01-01 00:00:00,Compra Crédito,-8.23,2019
46157,967,1970-01-01 00:00:00,Compra Crédito,-108.64,2019
46172,967,1970-01-01 00:00:00,Compra Crédito,-283.39,2019
46355,967,1970-01-01 00:00:00,Compra Crédito,-148.96,2019
51497,967,1970-01-01 00:00:00,Compra Crédito,-166.91,2019
53403,967,1970-01-01 00:00:00,Compra Crédito,-40.12,2019
53736,967,1970-01-01 00:00:00,Compra Crédito,-182.65,2019
54809,967,1970-01-01 00:00:00,Compra Crédito,-44.92,2019
56204,967,1970-01-01 00:00:00,Compra Crédito,-198.78,2020
59230,967,1970-01-01 00:00:00,Compra Crédito,-27.65,2020
61557,967,1970-01-01 00:00:00,Compra Crédito,-16.3,2020
68056,967,1970-01-01 00:00:00,Compra Crédito,-44.65,2020
68776,967,1970-01-01 00:00:00,Compra Crédito,-33.28,2020
69377,967,1970-01-01 00:00:00,Compra Crédito,-6.48,2020
4517,200,1970-01-01 00:00:00,Compra Crédito,-10.47,2015
5392,200,1970-01-01 00:00:00,Compra Crédito,-2.63,2018
9125,200,1970-01-01 00:00:00,Compra Crédito,-18.65,2018
11559,200,1970-01-01 00:00:00,Compra Crédito,-32.14,2018
16654,200,1970-01-01 00:00:00,Compra Crédito,-31.47,2018
16657,200,1970-01-01 00:00:00,Compra Crédito,-66.92,2018
19188,200,1970-01-01 00:00:00,Compra Crédito,-12.1,2018
20988,200,1970-01-01 00:00:00,Compra Crédito,-18.02,2018
21216,200,1970-01-01 00:00:00,Compra Crédito,-606.0,2018
22904,200,1970-01-01 00:00:00,Compra Crédito,-130.43,2018
23657,200,1970-01-01 00:00:00,Compra Crédito,-58.6,2018
25591,200,1970-01-01 00:00:00,Compra Crédito,-206.42,2018
26288,200,1970-01-01 00:00:00,Compra Crédito,-54.42,2018
26425,200,1970-01-01 00:00:00,Compra Crédito,-45.74,2018
27527,200,1970-01-01 00:00:00,Compra Crédito,-60.22,2018
28002,200,1970-01-01 00:00:00,Compra Crédito,-90.02,2018
30732,200,1970-01-01 00:00:00,Compra Crédito,-40.31,2020
32016,200,1970-01-01 00:00:00,Compra Crédito,-19.52,2020
33620,200,1970-01-01 00:00:00,Compra Crédito,-27.15,2020
38149,200,1970-01-01 00:00:00,Compra Crédito,-18.58,2020
41756,200,1970-01-01 00:00:00,Compra Crédito,-120.43,2020
44201,200,1970-01-01 00:00:00,Compra Crédito,-21.3,2020
44680,200,1970-01-01 00:00:00,Compra Crédito,-203.34,2020
48721,200,1970-01-01 00:00:00,Compra Crédito,-37.63,2022
58717,200,1970-01-01 00:00:00,Compra Crédito,-7.97,2022
62906,200,1970-01-01 00:00:00,Compra Crédito,-148.5,2022
68856,200,1970-01-01 00:00:00,Compra Crédito,-37.69,2022
3574,456,1970-01-01 00:00:00,Compra Crédito,-21.09,2018
4329,456,1970-01-01 00:00:00,Compra Crédito,-23.57,2018
7620,456,1970-01-01 00:00:00,Compra Crédito,-44.15,2020
10258,456,1970-01-01 00:00:00,Compra Crédito,-71.86,2020
10617,456,1970-01-01 00:00:00,Compra Crédito,-6.66,2020
10625,456,1970-01-01 00:00:00,Compra Crédito,-31.13,2020
14603,456,1970-01-01 00:00:00,Compra Crédito,-68.39,2020
17586,456,1970-01-01 00:00:00,Compra Crédito,-44.05,2020
18743,456,1970-01-01 00:00:00,Compra Crédito,-51.18,2020
21633,456,1970-01-01 00:00:00,Compra Crédito,-265.01,2020
22374,456,1970-01-01 00:00:00,Compra Crédito,-13.22,2020
22538,456,1970-01-01 00:00:00,Compra Crédito,-34.57,2020
26911,456,1970-01-01 00:00:00,Compra Crédito,-94.62,2020
27684,456,1970-01-01 00:00:00,Compra Crédito,-17.73,2020
29667,456,1970-01-01 00:00:00,Compra Crédito,-23.8,2021
33894,456,1970-01-01 00:00:00,Compra Crédito,-19.33,2021
39961,456,1970-01-01 00:00:00,Compra Crédito,-14.72,2021
44360,456,1970-01-01 00:00:00,Compra Crédito,-44.91,2021
49157,456,1970-01-01 00:00:00,Compra Crédito,-17.11,2021
58401,456,1970-01-01 00:00:00,Compra Crédito,-21.47,2021
67413,456,1970-01-01 00:00:00,Compra Crédito,-15.24,2022
69716,456,1970-01-01 00:00:00,Compra Crédito,-12.26,2022
1664,712,1970-01-01 00:00:00,Compra Crédito,-14.77,2020
2253,712,1970-01-01 00:00:00,Compra Crédito,-57.12,2020
5498,712,1970-01-01 00:00:00,Compra Crédito,-32.53,2020
5875,712,1970-01-01 00:00:00,Compra Crédito,-15.84,2020
6625,712,1970-01-01 00:00:00,Compra Crédito,-7.69,2020
7413,712,1970-01-01 00:00:00,Compra Crédito,-64.13,2020
8213,712,1970-01-01 00:00:00,Compra Crédito,-67.52,2020
8759,712,1970-01-01 00:00:00,Compra Crédito,-65.13,2020
9269,712,1970-01-01 00:00:00,Compra Crédito,-56.79,2020
13952,712,1970-01-01 00:00:00,Compra Crédito,-59.64,2020
14129,712,1970-01-01 00:00:00,Compra Crédito,-24.73,2020
14621,712,1970-01-01 00:00:00,Compra Crédito,-41.52,2020
15197,712,1970-01-01 00:00:00,Compra Crédito,-56.31,2020
15970,712,1970-01-01 00:00:00,Compra Crédito,-109.83,2020
16624,712,1970-01-01 00:00:00,Compra Crédito,-57.65,2020
19282,712,1970-01-01 00:00:00,Compra Crédito,-76.55,2020
23737,712,1970-01-01 00:00:00,Compra Crédito,-44.42,2020
25798,712,1970-01-01 00:00:00,Compra Crédito,-29.3,2020
36917,712,1970-01-01 00:00:00,Compra Crédito,-137.56,2022
